Time (h)	Temperature (K)	Fission rate (fiss / m3 s)	Hydrostatic stress (MPa)	Grain radius (m)	Xe produced (at/m3)	Xe in grain (at/m3)	Xe in intragranular solution (at/m3)	Xe in intragranular bubbles (at/m3)	Xe at grain boundary (at/m3)	Xe released (at/m3)	Kr produced (at/m3)	Kr in grain (at/m3)	Kr in intragranular solution (at/m3)	Kr in intragranular bubbles (at/m3)	Kr at grain boundary (at/m3)	Kr released (at/m3)	Fission gas release (/)	Intragranular bubble concentration (bub/m3)	Intragranular bubble radius (m)	Intragranular gas swelling (/)	Intergranular bubble concentration (bub/m2)	Intergranular atoms per bubble (at/bub)	Intergranular vacancies per bubble (vac/bub)	Intergranular bubble radius (m)	Intergranular bubble area (m2)	Intergranular bubble volume (m3)	Intergranular fractional coverage (/)	Intergranular saturation fractional coverage (/)	Intergranular gas swelling (/)	Intergranular fractional intactness (/)	Burnup (MWd/kgUO2)	U235 (at/m3)	U238 (at/m3)	Intergranular vented fraction (/)	Intergranular venting probability (/)	
26280	1775	3e+18	0	1.656496e-05	6.811776e+25	4.424663e+25	2.066197e+24	4.218043e+25	6.669145e+24	1.720199e+25	8.51472e+24	5.530828e+24	2.582746e+23	5.272554e+24	8.336432e+23	2.150249e+24	0.2525331	2.780379e+23	1.184999e-09	0.001937967	7.923715e+10	5.228331e+08	1.082943e+11	1.850085e-06	6.310172e-12	4.472486e-18	0.5	0.5	0.06418131	1	9.631802	7.209709e+26	2.301694e+28	0	0.3647611	
26340	1775	3e+18	0	1.656496e-05	6.827328e+25	4.431383e+25	2.071354e+24	4.224247e+25	6.701815e+24	1.725764e+25	8.53416e+24	5.539228e+24	2.589193e+23	5.280309e+24	8.377269e+23	2.157205e+24	0.252773	2.778047e+23	1.185913e-09	0.001940827	7.880214e+10	5.282946e+08	1.0919e+11	1.855184e-06	6.345005e-12	4.509571e-18	0.5	0.5	0.06435822	1	9.653792	7.209709e+26	2.301694e+28	0	0.3647159	
26400	1775	3e+18	0	1.656496e-05	6.84288e+25	4.438091e+25	2.076509e+24	4.23044e+25	6.734549e+24	1.731334e+25	8.5536e+24	5.547614e+24	2.595636e+23	5.28805e+24	8.418186e+23	2.164168e+24	0.2530125	2.775723e+23	1.186825e-09	0.001943682	7.837139e+10	5.337928e+08	1.100891e+11	1.860276e-06	6.379879e-12	4.5468e-18	0.5	0.5	0.06453484	1	9.675782	7.209709e+26	2.301694e+28	0	0.3646713	
26460	1775	3e+18	0	1.656496e-05	6.858432e+25	4.444788e+25	2.081661e+24	4.236622e+25	6.767347e+24	1.73691e+25	8.57304e+24	5.555985e+24	2.602076e+23	5.295777e+24	8.459184e+23	2.171137e+24	0.2532517	2.773408e+23	1.187735e-09	0.001946531	7.794485e+10	5.393278e+08	1.109917e+11	1.865359e-06	6.414792e-12	4.584174e-18	0.5	0.5	0.06471118	1	9.697773	7.209709e+26	2.301694e+28	0	0.3646272	
26520	1775	3e+18	0	1.656496e-05	6.873984e+25	4.451473e+25	2.08681e+24	4.242792e+25	6.80021e+24	1.74249e+25	8.59248e+24	5.564341e+24	2.608513e+23	5.30349e+24	8.500262e+23	2.178113e+24	0.2534906	2.771102e+23	1.188643e-09	0.001949376	7.752245e+10	5.448997e+08	1.118977e+11	1.870434e-06	6.449745e-12	4.621692e-18	0.5	0.5	0.06488724	1	9.719763	7.209709e+26	2.301694e+28	0	0.3645837	
26580	1775	3e+18	0	1.656496e-05	6.889536e+25	4.458147e+25	2.091957e+24	4.248951e+25	6.833136e+24	1.748076e+25	8.61192e+24	5.572683e+24	2.614946e+23	5.311189e+24	8.54142e+23	2.185095e+24	0.2537291	2.768803e+23	1.189549e-09	0.001952215	7.710413e+10	5.505086e+08	1.128072e+11	1.875501e-06	6.484737e-12	4.659354e-18	0.5	0.5	0.06506302	1	9.741754	7.209709e+26	2.301694e+28	0	0.3645407	
26640	1775	3e+18	0	1.656496e-05	6.905088e+25	4.464809e+25	2.0971e+24	4.255099e+25	6.866126e+24	1.753667e+25	8.63136e+24	5.581011e+24	2.621376e+23	5.318873e+24	8.582657e+23	2.192083e+24	0.2539673	2.766513e+23	1.190453e-09	0.001955049	7.668985e+10	5.561547e+08	1.137202e+11	1.88056e-06	6.519768e-12	4.697161e-18	0.5	0.5	0.06523852	1	9.763744	7.209709e+26	2.301694e+28	0	0.3644982	
26700	1775	3e+18	0	1.656496e-05	6.92064e+25	4.47146e+25	2.102241e+24	4.261235e+25	6.899179e+24	1.759263e+25	8.6508e+24	5.589324e+24	2.627802e+23	5.326544e+24	8.623973e+23	2.199078e+24	0.2542052	2.76423e+23	1.191354e-09	0.001957877	7.627954e+10	5.618379e+08	1.146365e+11	1.885611e-06	6.554838e-12	4.735111e-18	0.5	0.5	0.06541374	1	9.785734	7.209709e+26	2.301694e+28	0	0.3644563	
26760	1775	3e+18	0	1.656496e-05	6.936192e+25	4.478099e+25	2.10738e+24	4.267361e+25	6.932295e+24	1.764864e+25	8.67024e+24	5.597623e+24	2.634225e+23	5.334201e+24	8.665368e+23	2.20608e+24	0.2544428	2.761956e+23	1.192254e-09	0.001960701	7.587315e+10	5.675585e+08	1.155564e+11	1.890654e-06	6.589947e-12	4.773205e-18	0.5	0.5	0.06558869	1	9.807725	7.209709e+26	2.301694e+28	0	0.3644149	
26820	1775	3e+18	0	1.656496e-05	6.951744e+25	4.484726e+25	2.112515e+24	4.273475e+25	6.965474e+24	1.77047e+25	8.68968e+24	5.605908e+24	2.640644e+23	5.341844e+24	8.706842e+23	2.213088e+24	0.25468	2.75969e+23	1.193151e-09	0.001963519	7.547063e+10	5.733164e+08	1.164796e+11	1.895689e-06	6.625094e-12	4.811442e-18	0.5	0.5	0.06576337	1	9.829715	7.209709e+26	2.301694e+28	0	0.364374	
26880	1775	3e+18	0	1.656496e-05	6.967296e+25	4.491343e+25	2.117648e+24	4.279578e+25	6.998715e+24	1.776082e+25	8.70912e+24	5.614179e+24	2.64706e+23	5.349473e+24	8.748394e+23	2.220102e+24	0.2549169	2.757432e+23	1.194046e-09	0.001966333	7.507192e+10	5.791119e+08	1.174063e+11	1.900716e-06	6.66028e-12	4.849823e-18	0.5	0.5	0.06593777	1	9.851706	7.209709e+26	2.301694e+28	0	0.3643337	
26940	1775	3e+18	0	1.656496e-05	6.982848e+25	4.497948e+25	2.122778e+24	4.28567e+25	7.032019e+24	1.781698e+25	8.72856e+24	5.622435e+24	2.653472e+23	5.357087e+24	8.790024e+23	2.227123e+24	0.2551535	2.755182e+23	1.19494e-09	0.001969141	7.467698e+10	5.849449e+08	1.183364e+11	1.905736e-06	6.695504e-12	4.888347e-18	0.5	0.5	0.0661119	1	9.873696	7.209709e+26	2.301694e+28	0	0.3642939	
27000	1775	3e+18	0	1.656496e-05	6.9984e+25	4.504541e+25	2.127904e+24	4.291751e+25	7.065385e+24	1.78732e+25	8.748e+24	5.630677e+24	2.659881e+23	5.364688e+24	8.831732e+23	2.23415e+24	0.2553898	2.75294e+23	1.195831e-09	0.001971944	7.428576e+10	5.908157e+08	1.1927e+11	1.910748e-06	6.730765e-12	4.927015e-18	0.5	0.5	0.06628576	1	9.895686	7.209709e+26	2.301694e+28	0	0.3642546	
27060	1775	3e+18	0	1.656496e-05	7.013952e+25	4.511123e+25	2.133029e+24	4.29782e+25	7.098813e+24	1.792947e+25	8.76744e+24	5.638904e+24	2.666286e+23	5.372276e+24	8.873517e+23	2.241184e+24	0.2556258	2.750706e+23	1.19672e-09	0.001974742	7.389819e+10	5.967242e+08	1.202069e+11	1.915752e-06	6.766065e-12	4.965826e-18	0.5	0.5	0.06645935	1	9.917677	7.209709e+26	2.301694e+28	0	0.3642159	
27120	1775	3e+18	0	1.656496e-05	7.029504e+25	4.517694e+25	2.13815e+24	4.303879e+25	7.132303e+24	1.79858e+25	8.78688e+24	5.647118e+24	2.672687e+23	5.379849e+24	8.915379e+23	2.248224e+24	0.2558615	2.748479e+23	1.197607e-09	0.001977535	7.351425e+10	6.026706e+08	1.211473e+11	1.920748e-06	6.801403e-12	5.004779e-18	0.5	0.5	0.06663268	1	9.939667	7.209709e+26	2.301694e+28	0	0.3641777	
27180	1775	3e+18	0	1.656496e-05	7.045056e+25	4.524254e+25	2.143268e+24	4.309927e+25	7.165855e+24	1.804217e+25	8.80632e+24	5.655317e+24	2.679085e+23	5.387408e+24	8.957318e+23	2.255271e+24	0.2560969	2.746261e+23	1.198492e-09	0.001980322	7.313387e+10	6.08655e+08	1.220911e+11	1.925736e-06	6.836778e-12	5.043876e-18	0.5	0.5	0.06680574	1	9.961658	7.209709e+26	2.301694e+28	0	0.36414	
27240	1775	3e+18	0	1.656496e-05	7.060608e+25	4.530802e+25	2.148383e+24	4.315963e+25	7.199467e+24	1.80986e+25	8.82576e+24	5.663502e+24	2.685479e+23	5.394954e+24	8.999334e+23	2.262325e+24	0.256332	2.74405e+23	1.199375e-09	0.001983105	7.275701e+10	6.146774e+08	1.230383e+11	1.930717e-06	6.87219e-12	5.083115e-18	0.5	0.5	0.06697853	1	9.983648	7.209709e+26	2.301694e+28	0	0.3641029	
27300	1775	3e+18	0	1.656496e-05	7.07616e+25	4.537338e+25	2.153496e+24	4.321989e+25	7.233141e+24	1.815508e+25	8.8452e+24	5.671673e+24	2.69187e+23	5.402486e+24	9.041426e+23	2.269384e+24	0.2565668	2.741847e+23	1.200256e-09	0.001985883	7.238362e+10	6.20738e+08	1.23989e+11	1.935691e-06	6.90764e-12	5.122497e-18	0.5	0.5	0.06715106	1	10.00564	7.209709e+26	2.301694e+28	0	0.3640663	
27360	1775	3e+18	0	1.656496e-05	7.091712e+25	4.543864e+25	2.158605e+24	4.328003e+25	7.266876e+24	1.821161e+25	8.86464e+24	5.67983e+24	2.698257e+23	5.410004e+24	9.083595e+23	2.276451e+24	0.2568013	2.739652e+23	1.201135e-09	0.001988655	7.201367e+10	6.268368e+08	1.24943e+11	1.940656e-06	6.943126e-12	5.162022e-18	0.5	0.5	0.06732332	1	10.02763	7.209709e+26	2.301694e+28	0	0.3640303	
27420	1775	3e+18	0	1.656496e-05	7.107264e+25	4.550378e+25	2.163712e+24	4.334007e+25	7.300671e+24	1.826819e+25	8.88408e+24	5.687973e+24	2.70464e+23	5.417509e+24	9.125839e+23	2.283524e+24	0.2570355	2.737464e+23	1.202012e-09	0.001991423	7.16471e+10	6.32974e+08	1.259004e+11	1.945615e-06	6.97865e-12	5.201688e-18	0.5	0.5	0.06749533	1	10.04962	7.209709e+26	2.301694e+28	0	0.3639947	
27480	1775	3e+18	0	1.656496e-05	7.122816e+25	4.556881e+25	2.168816e+24	4.339999e+25	7.334527e+24	1.832482e+25	8.90352e+24	5.696101e+24	2.71102e+23	5.424999e+24	9.168158e+23	2.290603e+24	0.2572694	2.735284e+23	1.202887e-09	0.001994185	7.128386e+10	6.391497e+08	1.268613e+11	1.950565e-06	7.01421e-12	5.241497e-18	0.5	0.5	0.06766708	1	10.07161	7.209709e+26	2.301694e+28	0	0.3639598	
27540	1775	3e+18	0	1.656496e-05	7.138368e+25	4.563373e+25	2.173916e+24	4.345981e+25	7.368443e+24	1.838151e+25	8.92296e+24	5.704216e+24	2.717395e+23	5.432476e+24	9.210553e+23	2.297689e+24	0.257503	2.733112e+23	1.20376e-09	0.001996942	7.092393e+10	6.453638e+08	1.278255e+11	1.955509e-06	7.049807e-12	5.281448e-18	0.5	0.5	0.06783856	1	10.0936	7.209709e+26	2.301694e+28	0	0.3639253	
27600	1775	3e+18	0	1.656496e-05	7.15392e+25	4.569853e+25	2.179014e+24	4.351952e+25	7.402419e+24	1.843825e+25	8.9424e+24	5.712317e+24	2.723767e+23	5.43994e+24	9.253023e+23	2.304781e+24	0.2577363	2.730947e+23	1.204631e-09	0.001999695	7.056725e+10	6.516167e+08	1.287931e+11	1.960444e-06	7.08544e-12	5.321541e-18	0.5	0.5	0.06800979	1	10.11559	7.209709e+26	2.301694e+28	0	0.3638914	
27660	1775	3e+18	0	1.656496e-05	7.169472e+25	4.576323e+25	2.184109e+24	4.357912e+25	7.436454e+24	1.849504e+25	8.96184e+24	5.720403e+24	2.730136e+23	5.44739e+24	9.295568e+23	2.31188e+24	0.2579693	2.72879e+23	1.2055e-09	0.002002442	7.021378e+10	6.579082e+08	1.297641e+11	1.965373e-06	7.121109e-12	5.361776e-18	0.5	0.5	0.06818076	1	10.13758	7.209709e+26	2.301694e+28	0	0.363858	
27720	1775	3e+18	0	1.656496e-05	7.185024e+25	4.582781e+25	2.1892e+24	4.363861e+25	7.47055e+24	1.855188e+25	8.98128e+24	5.728476e+24	2.7365e+23	5.454826e+24	9.338187e+23	2.318985e+24	0.2582021	2.72664e+23	1.206367e-09	0.002005184	6.986348e+10	6.642385e+08	1.307385e+11	1.970294e-06	7.156815e-12	5.402153e-18	0.5	0.5	0.06835148	1	10.15957	7.209709e+26	2.301694e+28	0	0.3638252	
27780	1775	3e+18	0	1.656496e-05	7.200576e+25	4.589228e+25	2.194289e+24	4.369799e+25	7.504705e+24	1.860878e+25	9.00072e+24	5.736535e+24	2.742861e+23	5.462249e+24	9.380881e+23	2.326097e+24	0.2584346	2.724498e+23	1.207231e-09	0.002007921	6.951631e+10	6.706078e+08	1.317163e+11	1.975208e-06	7.192556e-12	5.442671e-18	0.5	0.5	0.06852194	1	10.18156	7.209709e+26	2.301694e+28	0	0.3637929	
27840	1775	3e+18	0	1.656496e-05	7.216128e+25	4.595664e+25	2.199374e+24	4.375726e+25	7.538918e+24	1.866573e+25	9.02016e+24	5.744579e+24	2.749218e+23	5.469658e+24	9.423648e+23	2.333216e+24	0.2586668	2.722363e+23	1.208094e-09	0.002010654	6.917224e+10	6.77016e+08	1.326975e+11	1.980114e-06	7.228334e-12	5.483331e-18	0.5	0.5	0.06869215	1	10.20355	7.209709e+26	2.301694e+28	0	0.3637611	
27900	1775	3e+18	0	1.656496e-05	7.23168e+25	4.602088e+25	2.204457e+24	4.381643e+25	7.573191e+24	1.872273e+25	9.0396e+24	5.75261e+24	2.755571e+23	5.477053e+24	9.466489e+23	2.340341e+24	0.2588987	2.720235e+23	1.208955e-09	0.002013381	6.883121e+10	6.834633e+08	1.33682e+11	1.985013e-06	7.264146e-12	5.524132e-18	0.5	0.5	0.06886211	1	10.22554	7.209709e+26	2.301694e+28	0	0.3637298	
27960	1775	3e+18	0	1.656496e-05	7.247232e+25	4.608502e+25	2.209536e+24	4.387548e+25	7.607523e+24	1.877978e+25	9.05904e+24	5.760627e+24	2.76192e+23	5.484435e+24	9.509404e+23	2.347472e+24	0.2591304	2.718115e+23	1.209815e-09	0.002016103	6.84932e+10	6.899498e+08	1.346699e+11	1.989905e-06	7.299995e-12	5.565075e-18	0.5	0.5	0.06903181	1	10.24753	7.209709e+26	2.301694e+28	0	0.3636991	
28020	1775	3e+18	0	1.656496e-05	7.262784e+25	4.614904e+25	2.214612e+24	4.393443e+25	7.641913e+24	1.883688e+25	9.07848e+24	5.76863e+24	2.768265e+23	5.491804e+24	9.552392e+23	2.35461e+24	0.2593617	2.716002e+23	1.210672e-09	0.002018821	6.815817e+10	6.964756e+08	1.356612e+11	1.99479e-06	7.335878e-12	5.606158e-18	0.5	0.5	0.06920127	1	10.26952	7.209709e+26	2.301694e+28	0	0.3636689	
28080	1775	3e+18	0	1.656496e-05	7.278336e+25	4.621296e+25	2.219685e+24	4.399327e+25	7.676362e+24	1.889404e+25	9.09792e+24	5.77662e+24	2.774607e+23	5.499159e+24	9.595452e+23	2.361755e+24	0.2595928	2.713896e+23	1.211527e-09	0.002021533	6.782607e+10	7.030408e+08	1.366559e+11	1.999667e-06	7.371797e-12	5.647383e-18	0.5	0.5	0.06937048	1	10.29151	7.209709e+26	2.301694e+28	0	0.3636393	
28140	1775	3e+18	0	1.656496e-05	7.293888e+25	4.627676e+25	2.224755e+24	4.405201e+25	7.710869e+24	1.895125e+25	9.11736e+24	5.784595e+24	2.780944e+23	5.506501e+24	9.638586e+23	2.368906e+24	0.2598237	2.711798e+23	1.21238e-09	0.00202424	6.749687e+10	7.096454e+08	1.376539e+11	2.004538e-06	7.407751e-12	5.688748e-18	0.5	0.5	0.06953944	1	10.3135	7.209709e+26	2.301694e+28	0	0.3636102	
28200	1775	3e+18	0	1.656496e-05	7.30944e+25	4.634046e+25	2.229822e+24	4.411063e+25	7.745433e+24	1.900851e+25	9.1368e+24	5.792557e+24	2.787278e+23	5.513829e+24	9.681792e+23	2.376064e+24	0.2600543	2.709707e+23	1.213231e-09	0.002026943	6.717054e+10	7.162895e+08	1.386553e+11	2.009401e-06	7.443739e-12	5.730255e-18	0.5	0.5	0.06970816	1	10.33549	7.209709e+26	2.301694e+28	0	0.3635816	
28260	1775	3e+18	0	1.656496e-05	7.324992e+25	4.640404e+25	2.234886e+24	4.416915e+25	7.780056e+24	1.906582e+25	9.15624e+24	5.800505e+24	2.793607e+23	5.521144e+24	9.72507e+23	2.383228e+24	0.2602846	2.707623e+23	1.21408e-09	0.002029641	6.684704e+10	7.229733e+08	1.3966e+11	2.014258e-06	7.479763e-12	5.771902e-18	0.5	0.5	0.06987663	1	10.35749	7.209709e+26	2.301694e+28	0	0.3635536	
28320	1775	3e+18	0	1.656496e-05	7.340544e+25	4.646751e+25	2.239946e+24	4.422757e+25	7.814736e+24	1.912319e+25	9.17568e+24	5.808439e+24	2.799933e+23	5.528446e+24	9.76842e+23	2.390399e+24	0.2605146	2.705546e+23	1.214928e-09	0.002032333	6.652633e+10	7.296968e+08	1.406681e+11	2.019107e-06	7.515821e-12	5.813689e-18	0.5	0.5	0.07004485	1	10.37948	7.209709e+26	2.301694e+28	0	0.363526	
28380	1775	3e+18	0	1.656496e-05	7.356096e+25	4.653088e+25	2.245004e+24	4.428587e+25	7.849474e+24	1.918061e+25	9.19512e+24	5.81636e+24	2.806255e+23	5.535734e+24	9.811842e+23	2.397576e+24	0.2607444	2.703476e+23	1.215773e-09	0.002035021	6.620839e+10	7.364601e+08	1.416796e+11	2.023949e-06	7.551913e-12	5.855617e-18	0.5	0.5	0.07021284	1	10.40147	7.209709e+26	2.301694e+28	0	0.363499	
28440	1775	3e+18	0	1.656496e-05	7.371648e+25	4.659413e+25	2.250058e+24	4.434407e+25	7.884268e+24	1.923808e+25	9.21456e+24	5.824266e+24	2.812572e+23	5.543009e+24	9.855335e+23	2.40476e+24	0.260974	2.701413e+23	1.216617e-09	0.002037704	6.589317e+10	7.432633e+08	1.426944e+11	2.028784e-06	7.58804e-12	5.897685e-18	0.5	0.5	0.07038058	1	10.42346	7.209709e+26	2.301694e+28	0	0.3634726	
28500	1775	3e+18	0	1.656496e-05	7.3872e+25	4.665728e+25	2.255109e+24	4.440217e+25	7.91912e+24	1.92956e+25	9.234e+24	5.832159e+24	2.818886e+23	5.550271e+24	9.8989e+23	2.411951e+24	0.2612032	2.699358e+23	1.217458e-09	0.002040382	6.558065e+10	7.501065e+08	1.437125e+11	2.033613e-06	7.624201e-12	5.939894e-18	0.5	0.5	0.07054808	1	10.44545	7.209709e+26	2.301694e+28	0	0.3634467	
28560	1775	3e+18	0	1.656496e-05	7.402752e+25	4.672031e+25	2.260156e+24	4.446015e+25	7.954028e+24	1.935318e+25	9.25344e+24	5.840039e+24	2.825196e+23	5.557519e+24	9.942535e+23	2.419148e+24	0.2614323	2.697309e+23	1.218298e-09	0.002043055	6.527078e+10	7.569898e+08	1.44734e+11	2.038434e-06	7.660396e-12	5.982242e-18	0.5	0.5	0.07071534	1	10.46744	7.209709e+26	2.301694e+28	0	0.3634213	
28620	1775	3e+18	0	1.656496e-05	7.418304e+25	4.678324e+25	2.265201e+24	4.451804e+25	7.988993e+24	1.941081e+25	9.27288e+24	5.847905e+24	2.831501e+23	5.564755e+24	9.986241e+23	2.426351e+24	0.261661	2.695267e+23	1.219136e-09	0.002045723	6.496354e+10	7.639132e+08	1.457589e+11	2.043249e-06	7.696624e-12	6.024731e-18	0.5	0.5	0.07088236	1	10.48943	7.209709e+26	2.301694e+28	0	0.3633964	
28680	1775	3e+18	0	1.656496e-05	7.433856e+25	4.684605e+25	2.270242e+24	4.457581e+25	8.024014e+24	1.946849e+25	9.29232e+24	5.855757e+24	2.837803e+23	5.571977e+24	1.003002e+24	2.433561e+24	0.2618895	2.693232e+23	1.219972e-09	0.002048386	6.46589e+10	7.708769e+08	1.46787e+11	2.048056e-06	7.732887e-12	6.067359e-18	0.5	0.5	0.07104914	1	10.51142	7.209709e+26	2.301694e+28	0	0.3633721	
28740	1775	3e+18	0	1.656496e-05	7.449408e+25	4.690876e+25	2.27528e+24	4.463348e+25	8.059092e+24	1.952622e+25	9.31176e+24	5.863595e+24	2.8441e+23	5.579185e+24	1.007386e+24	2.440778e+24	0.2621178	2.691204e+23	1.220806e-09	0.002051045	6.435683e+10	7.77881e+08	1.478186e+11	2.052857e-06	7.769183e-12	6.110127e-18	0.5	0.5	0.07121569	1	10.53341	7.209709e+26	2.301694e+28	0	0.3633483	
28800	1775	3e+18	0	1.656496e-05	7.46496e+25	4.697136e+25	2.280315e+24	4.469105e+25	8.094225e+24	1.958401e+25	9.3312e+24	5.87142e+24	2.850393e+23	5.586381e+24	1.011778e+24	2.448001e+24	0.2623458	2.689183e+23	1.221638e-09	0.002053698	6.405729e+10	7.849255e+08	1.488534e+11	2.057651e-06	7.805513e-12	6.153035e-18	0.5	0.5	0.071382	1	10.5554	7.209709e+26	2.301694e+28	0	0.363325	
28860	1775	3e+18	0	1.656496e-05	7.480512e+25	4.703386e+25	2.285346e+24	4.474851e+25	8.129415e+24	1.964185e+25	9.35064e+24	5.879232e+24	2.856683e+23	5.593564e+24	1.016177e+24	2.455231e+24	0.2625736	2.687169e+23	1.222468e-09	0.002056347	6.376026e+10	7.920105e+08	1.498916e+11	2.062439e-06	7.841876e-12	6.196082e-18	0.5	0.5	0.07154808	1	10.57739	7.209709e+26	2.301694e+28	0	0.3633023	
28920	1775	3e+18	0	1.656496e-05	7.496064e+25	4.709624e+25	2.290374e+24	4.480587e+25	8.16466e+24	1.969974e+25	9.37008e+24	5.88703e+24	2.862968e+23	5.600733e+24	1.020582e+24	2.462468e+24	0.2628011	2.685162e+23	1.223297e-09	0.002058991	6.346569e+10	7.991361e+08	1.509331e+11	2.067219e-06	7.878272e-12	6.239268e-18	0.5	0.5	0.07171393	1	10.59938	7.209709e+26	2.301694e+28	0	0.3632801	
28980	1775	3e+18	0	1.656496e-05	7.511616e+25	4.715852e+25	2.295399e+24	4.486312e+25	8.19996e+24	1.975768e+25	9.38952e+24	5.894814e+24	2.869249e+23	5.60789e+24	1.024995e+24	2.469711e+24	0.2630284	2.683161e+23	1.224123e-09	0.00206163	6.317358e+10	8.063024e+08	1.519779e+11	2.071993e-06	7.914701e-12	6.282594e-18	0.5	0.5	0.07187954	1	10.62137	7.209709e+26	2.301694e+28	0	0.3632584	
29040	1775	3e+18	0	1.656496e-05	7.527168e+25	4.722068e+25	2.30042e+24	4.492026e+25	8.235316e+24	1.981568e+25	9.40896e+24	5.902585e+24	2.875525e+23	5.615033e+24	1.029414e+24	2.47696e+24	0.2632555	2.681167e+23	1.224948e-09	0.002064264	6.288388e+10	8.135095e+08	1.53026e+11	2.076761e-06	7.951164e-12	6.326059e-18	0.5	0.5	0.07204492	1	10.64336	7.209709e+26	2.301694e+28	0	0.3632373	
29100	1775	3e+18	0	1.656496e-05	7.54272e+25	4.728274e+25	2.305438e+24	4.49773e+25	8.270726e+24	1.987373e+25	9.4284e+24	5.910343e+24	2.881798e+23	5.622163e+24	1.033841e+24	2.484216e+24	0.2634823	2.67918e+23	1.225771e-09	0.002066894	6.259657e+10	8.207575e+08	1.540775e+11	2.081521e-06	7.987659e-12	6.369663e-18	0.5	0.5	0.07221007	1	10.66535	7.209709e+26	2.301694e+28	0	0.3632166	
29160	1775	3e+18	0	1.656496e-05	7.558272e+25	4.73447e+25	2.310453e+24	4.503424e+25	8.306192e+24	1.993183e+25	9.44784e+24	5.918087e+24	2.888066e+23	5.62928e+24	1.038274e+24	2.491479e+24	0.2637088	2.677199e+23	1.226592e-09	0.002069518	6.231161e+10	8.280464e+08	1.551322e+11	2.086275e-06	8.024186e-12	6.413406e-18	0.5	0.5	0.07237499	1	10.68734	7.209709e+26	2.301694e+28	0	0.3631965	
29220	1775	3e+18	0	1.656496e-05	7.573824e+25	4.740654e+25	2.315464e+24	4.509108e+25	8.341712e+24	1.998999e+25	9.46728e+24	5.925818e+24	2.894331e+23	5.636385e+24	1.042714e+24	2.498748e+24	0.2639352	2.675226e+23	1.227411e-09	0.002072138	6.202899e+10	8.353763e+08	1.561903e+11	2.091023e-06	8.060747e-12	6.457287e-18	0.5	0.5	0.07253968	1	10.70933	7.209709e+26	2.301694e+28	0	0.363177	
29280	1775	3e+18	0	1.656496e-05	7.589376e+25	4.746828e+25	2.320472e+24	4.514781e+25	8.377287e+24	2.004819e+25	9.48672e+24	5.933535e+24	2.900591e+23	5.643476e+24	1.047161e+24	2.506024e+24	0.2641613	2.673258e+23	1.228228e-09	0.002074753	6.174868e+10	8.427474e+08	1.572517e+11	2.095763e-06	8.097339e-12	6.501307e-18	0.5	0.5	0.07270415	1	10.73132	7.209709e+26	2.301694e+28	0	0.3631579	
29340	1775	3e+18	0	1.656496e-05	7.604928e+25	4.752991e+25	2.325477e+24	4.520443e+25	8.412916e+24	2.010645e+25	9.50616e+24	5.941239e+24	2.906846e+23	5.650554e+24	1.051615e+24	2.513307e+24	0.2643872	2.671298e+23	1.229043e-09	0.002077363	6.147064e+10	8.501597e+08	1.583164e+11	2.100498e-06	8.133964e-12	6.545466e-18	0.5	0.5	0.07286839	1	10.75331	7.209709e+26	2.301694e+28	0	0.3631394	
29400	1775	3e+18	0	1.656496e-05	7.62048e+25	4.759144e+25	2.330478e+24	4.526096e+25	8.448599e+24	2.016476e+25	9.5256e+24	5.948929e+24	2.913098e+23	5.65762e+24	1.056075e+24	2.520596e+24	0.2646128	2.669344e+23	1.229857e-09	0.002079969	6.119485e+10	8.576133e+08	1.593844e+11	2.105226e-06	8.170622e-12	6.589764e-18	0.5	0.5	0.0730324	1	10.7753	7.209709e+26	2.301694e+28	0	0.3631214	
29460	1775	3e+18	0	1.656496e-05	7.636032e+25	4.765285e+25	2.335476e+24	4.531738e+25	8.484336e+24	2.022313e+25	9.54504e+24	5.956607e+24	2.919345e+23	5.664672e+24	1.060542e+24	2.527891e+24	0.2648382	2.667396e+23	1.230669e-09	0.00208257	6.092129e+10	8.651083e+08	1.604556e+11	2.109947e-06	8.207311e-12	6.6342e-18	0.5	0.5	0.07319619	1	10.79729	7.209709e+26	2.301694e+28	0	0.363104	
29520	1775	3e+18	0	1.656496e-05	7.651584e+25	4.771417e+25	2.34047e+24	4.53737e+25	8.520127e+24	2.028155e+25	9.56448e+24	5.964271e+24	2.925588e+23	5.671712e+24	1.065016e+24	2.535193e+24	0.2650634	2.665455e+23	1.231479e-09	0.002085166	6.064993e+10	8.726447e+08	1.615302e+11	2.114662e-06	8.244032e-12	6.678773e-18	0.5	0.5	0.07335975	1	10.81928	7.209709e+26	2.301694e+28	0	0.3630871	
29580	1775	3e+18	0	1.656496e-05	7.667136e+25	4.777537e+25	2.345461e+24	4.542991e+25	8.555972e+24	2.034002e+25	9.58392e+24	5.971921e+24	2.931826e+23	5.678739e+24	1.069496e+24	2.542502e+24	0.2652883	2.66352e+23	1.232287e-09	0.002087757	6.038075e+10	8.802227e+08	1.626081e+11	2.11937e-06	8.280785e-12	6.723486e-18	0.5	0.5	0.07352309	1	10.84127	7.209709e+26	2.301694e+28	0	0.3630707	
