Time (h)	Temperature (K)	Fission rate (fiss / m3 s)	Hydrostatic stress (MPa)	Grain radius (m)	Xe produced (at/m3)	Xe in grain (at/m3)	Xe in intragranular solution (at/m3)	Xe in intragranular bubbles (at/m3)	Xe at grain boundary (at/m3)	Xe released (at/m3)	Kr produced (at/m3)	Kr in grain (at/m3)	Kr in intragranular solution (at/m3)	Kr in intragranular bubbles (at/m3)	Kr at grain boundary (at/m3)	Kr released (at/m3)	Fission gas release (/)	Intragranular bubble concentration (bub/m3)	Intragranular bubble radius (m)	Intragranular gas swelling (/)	Intergranular bubble concentration (bub/m2)	Intergranular atoms per bubble (at/bub)	Intergranular vacancies per bubble (vac/bub)	Intergranular bubble radius (m)	Intergranular bubble area (m2)	Intergranular bubble volume (m3)	Intergranular fractional coverage (/)	Intergranular saturation fractional coverage (/)	Intergranular gas swelling (/)	Intergranular fractional intactness (/)	Burnup (MWd/kgUO2)	U235 (at/m3)	U238 (at/m3)	Intergranular vented fraction (/)	Intergranular venting probability (/)	
15000	1775	3e+18	0	1.656496e-05	3.888e+25	2.931881e+25	1.073219e+24	2.824559e+25	2.127376e+24	7.433814e+24	4.86e+24	3.664851e+24	1.341524e+23	3.530699e+24	2.65922e+23	9.292267e+23	0.1911989	3.439338e+23	9.652444e-10	0.001295613	5.564724e+11	2.374774e+07	5.827586e+09	6.981268e-07	8.985172e-13	2.403127e-19	0.5	0.5	0.02421872	1	5.497604	7.209709e+26	2.301694e+28	0	0.3823287	
15060	1775	3e+18	0	1.656496e-05	3.903552e+25	2.941164e+25	1.078464e+24	2.833317e+25	2.138857e+24	7.485025e+24	4.87944e+24	3.676455e+24	1.34808e+23	3.541647e+24	2.673572e+23	9.356281e+23	0.1917491	3.434099e+23	9.667371e-10	0.00129965	5.453936e+11	2.436091e+07	6.006282e+09	7.051818e-07	9.167691e-13	2.476721e-19	0.5	0.5	0.02446347	1	5.519594	7.209709e+26	2.301694e+28	0	0.3821919	
15120	1775	3e+18	0	1.656496e-05	3.919104e+25	2.950431e+25	1.083712e+24	2.842059e+25	2.150545e+24	7.536189e+24	4.89888e+24	3.688038e+24	1.35464e+23	3.552574e+24	2.688181e+23	9.420237e+23	0.1922937	3.428888e+23	9.682252e-10	0.00130368	5.346322e+11	2.498705e+07	6.188767e+09	7.122436e-07	9.352223e-13	2.551876e-19	0.5	0.5	0.02470845	1	5.541584	7.209709e+26	2.301694e+28	0	0.3820555	
15180	1775	3e+18	0	1.656496e-05	3.934656e+25	2.959681e+25	1.088963e+24	2.850785e+25	2.162437e+24	7.587308e+24	4.91832e+24	3.699602e+24	1.361203e+23	3.563482e+24	2.703047e+23	9.484135e+23	0.1928328	3.423704e+23	9.697089e-10	0.001307703	5.241778e+11	2.562634e+07	6.375061e+09	7.193111e-07	9.538748e-13	2.628599e-19	0.5	0.5	0.02495363	1	5.563575	7.209709e+26	2.301694e+28	0	0.3819196	
15240	1775	3e+18	0	1.656496e-05	3.950208e+25	2.968917e+25	1.094215e+24	2.859495e+25	2.174534e+24	7.638381e+24	4.93776e+24	3.711146e+24	1.367769e+23	3.574369e+24	2.718167e+23	9.547976e+23	0.1933666	3.418548e+23	9.711881e-10	0.001311718	5.140201e+11	2.627893e+07	6.565184e+09	7.263836e-07	9.727246e-13	2.706899e-19	0.5	0.5	0.02519898	1	5.585565	7.209709e+26	2.301694e+28	0	0.381784	
15300	1775	3e+18	0	1.656496e-05	3.96576e+25	2.978136e+25	1.09947e+24	2.868189e+25	2.186833e+24	7.68941e+24	4.9572e+24	3.72267e+24	1.374338e+23	3.585236e+24	2.733542e+23	9.611762e+23	0.193895	3.413419e+23	9.726628e-10	0.001315725	5.041495e+11	2.6945e+07	6.759154e+09	7.3346e-07	9.917694e-13	2.786784e-19	0.5	0.5	0.02544447	1	5.607556	7.209709e+26	2.301694e+28	0	0.3816488	
15360	1775	3e+18	0	1.656496e-05	3.981312e+25	2.987339e+25	1.104728e+24	2.876866e+25	2.199335e+24	7.740395e+24	4.97664e+24	3.734174e+24	1.38091e+23	3.596083e+24	2.749169e+23	9.675494e+23	0.1944182	3.408317e+23	9.741331e-10	0.001319725	4.945563e+11	2.762468e+07	6.95699e+09	7.405395e-07	1.011007e-12	2.868261e-19	0.5	0.5	0.02569006	1	5.629546	7.209709e+26	2.301694e+28	0	0.3815141	
15420	1775	3e+18	0	1.656496e-05	3.996864e+25	2.996527e+25	1.109987e+24	2.885528e+25	2.212037e+24	7.791338e+24	4.99608e+24	3.745658e+24	1.387484e+23	3.60691e+24	2.765046e+23	9.739173e+23	0.1949363	3.403242e+23	9.75599e-10	0.001323718	4.852315e+11	2.831816e+07	7.158706e+09	7.476212e-07	1.030436e-12	2.951336e-19	0.5	0.5	0.02593573	1	5.651537	7.209709e+26	2.301694e+28	0	0.3813797	
15480	1775	3e+18	0	1.656496e-05	4.012416e+25	3.005698e+25	1.115249e+24	2.894173e+25	2.224938e+24	7.842239e+24	5.01552e+24	3.757123e+24	1.394062e+23	3.617717e+24	2.781172e+23	9.802799e+23	0.1954493	3.398193e+23	9.770605e-10	0.001327703	4.761662e+11	2.902559e+07	7.364321e+09	7.547043e-07	1.050053e-12	3.036018e-19	0.5	0.5	0.02618145	1	5.673527	7.209709e+26	2.301694e+28	0	0.3812457	
15540	1775	3e+18	0	1.656496e-05	4.027968e+25	3.014854e+25	1.120513e+24	2.902803e+25	2.238037e+24	7.8931e+24	5.03496e+24	3.768568e+24	1.400642e+23	3.628504e+24	2.797546e+23	9.866375e+23	0.1959574	3.39317e+23	9.785177e-10	0.001331682	4.673519e+11	2.974712e+07	7.573847e+09	7.617879e-07	1.069858e-12	3.122311e-19	0.5	0.5	0.02642719	1	5.695517	7.209709e+26	2.301694e+28	0	0.3811122	
15600	1775	3e+18	0	1.656496e-05	4.04352e+25	3.023995e+25	1.12578e+24	2.911417e+25	2.251333e+24	7.943922e+24	5.0544e+24	3.779993e+24	1.407224e+23	3.639271e+24	2.814166e+23	9.929902e+23	0.1964605	3.388174e+23	9.799706e-10	0.001335652	4.587803e+11	3.048292e+07	7.787299e+09	7.688714e-07	1.089846e-12	3.210222e-19	0.5	0.5	0.02667292	1	5.717508	7.209709e+26	2.301694e+28	0	0.380979	
15660	1775	3e+18	0	1.656496e-05	4.059072e+25	3.033119e+25	1.131048e+24	2.920014e+25	2.264824e+24	7.994704e+24	5.07384e+24	3.791399e+24	1.41381e+23	3.650018e+24	2.83103e+23	9.993381e+23	0.1969589	3.383203e+23	9.814191e-10	0.001339616	4.504435e+11	3.123315e+07	8.004691e+09	7.759539e-07	1.110017e-12	3.299755e-19	0.5	0.5	0.02691862	1	5.739498	7.209709e+26	2.301694e+28	0	0.3808463	
15720	1775	3e+18	0	1.656496e-05	4.074624e+25	3.042228e+25	1.136318e+24	2.928596e+25	2.278509e+24	8.04545e+24	5.09328e+24	3.802785e+24	1.420398e+23	3.660745e+24	2.848136e+23	1.005681e+24	0.1974526	3.378258e+23	9.828633e-10	0.001343572	4.423337e+11	3.199797e+07	8.226034e+09	7.830349e-07	1.130368e-12	3.390917e-19	0.5	0.5	0.02716427	1	5.761489	7.209709e+26	2.301694e+28	0	0.3807139	
15780	1775	3e+18	0	1.656496e-05	4.090176e+25	3.051321e+25	1.141591e+24	2.937162e+25	2.292386e+24	8.09616e+24	5.11272e+24	3.814152e+24	1.426988e+23	3.671453e+24	2.865483e+23	1.01202e+24	0.1979416	3.373339e+23	9.843033e-10	0.00134752	4.344434e+11	3.277753e+07	8.451341e+09	7.901135e-07	1.150898e-12	3.483713e-19	0.5	0.5	0.02740983	1	5.783479	7.209709e+26	2.301694e+28	0	0.380582	
15840	1775	3e+18	0	1.656496e-05	4.105728e+25	3.060399e+25	1.146865e+24	2.945713e+25	2.306454e+24	8.146835e+24	5.13216e+24	3.825499e+24	1.433581e+23	3.682141e+24	2.883068e+23	1.018354e+24	0.1984261	3.368444e+23	9.85739e-10	0.001351462	4.267656e+11	3.357199e+07	8.680622e+09	7.971892e-07	1.171603e-12	3.578146e-19	0.5	0.5	0.0276553	1	5.805469	7.209709e+26	2.301694e+28	0	0.3804504	
15900	1775	3e+18	0	1.656496e-05	4.12128e+25	3.069461e+25	1.152142e+24	2.954247e+25	2.320712e+24	8.197476e+24	5.1516e+24	3.836827e+24	1.440177e+23	3.692809e+24	2.90089e+23	1.024684e+24	0.1989061	3.363575e+23	9.871705e-10	0.001355396	4.192933e+11	3.438151e+07	8.913888e+09	8.042612e-07	1.192483e-12	3.674221e-19	0.5	0.5	0.02790063	1	5.82746	7.209709e+26	2.301694e+28	0	0.3803193	
15960	1775	3e+18	0	1.656496e-05	4.136832e+25	3.078508e+25	1.15742e+24	2.962766e+25	2.335157e+24	8.248084e+24	5.17104e+24	3.848135e+24	1.446775e+23	3.703457e+24	2.918947e+23	1.031011e+24	0.1993817	3.35873e+23	9.885978e-10	0.001359323	4.120198e+11	3.520625e+07	9.151147e+09	8.113291e-07	1.213534e-12	3.771942e-19	0.5	0.5	0.02814582	1	5.84945	7.209709e+26	2.301694e+28	0	0.3801886	
16020	1775	3e+18	0	1.656496e-05	4.152384e+25	3.087539e+25	1.1627e+24	2.971269e+25	2.349789e+24	8.298662e+24	5.19048e+24	3.859424e+24	1.453375e+23	3.714086e+24	2.937237e+23	1.037333e+24	0.1998529	3.35391e+23	9.900209e-10	0.001363243	4.049387e+11	3.604636e+07	9.392409e+09	8.183922e-07	1.234755e-12	3.871314e-19	0.5	0.5	0.02839085	1	5.871441	7.209709e+26	2.301694e+28	0	0.3800583	
16080	1775	3e+18	0	1.656496e-05	4.167936e+25	3.096554e+25	1.167982e+24	2.979756e+25	2.364606e+24	8.349209e+24	5.20992e+24	3.870693e+24	1.459978e+23	3.724695e+24	2.955758e+23	1.043651e+24	0.20032	3.349115e+23	9.914399e-10	0.001367155	3.980436e+11	3.6902e+07	9.637682e+09	8.2545e-07	1.256144e-12	3.972338e-19	0.5	0.5	0.02863569	1	5.893431	7.209709e+26	2.301694e+28	0	0.3799285	
16140	1775	3e+18	0	1.656496e-05	4.183488e+25	3.105555e+25	1.173266e+24	2.988228e+25	2.379607e+24	8.399728e+24	5.22936e+24	3.881943e+24	1.466582e+23	3.735285e+24	2.974508e+23	1.049966e+24	0.2007829	3.344344e+23	9.928547e-10	0.00137106	3.913287e+11	3.777332e+07	9.886973e+09	8.325019e-07	1.277698e-12	4.075019e-19	0.5	0.5	0.02888033	1	5.915421	7.209709e+26	2.301694e+28	0	0.379799	
16200	1775	3e+18	0	1.656496e-05	4.19904e+25	3.114539e+25	1.178552e+24	2.996684e+25	2.394789e+24	8.45022e+24	5.2488e+24	3.893174e+24	1.47319e+23	3.745855e+24	2.993486e+23	1.056277e+24	0.2012417	3.339596e+23	9.942654e-10	0.001374958	3.847881e+11	3.866048e+07	1.014029e+10	8.395475e-07	1.299416e-12	4.179359e-19	0.5	0.5	0.02912475	1	5.937412	7.209709e+26	2.301694e+28	0	0.37967	
16260	1775	3e+18	0	1.656496e-05	4.214592e+25	3.123508e+25	1.183839e+24	3.005125e+25	2.410151e+24	8.500685e+24	5.26824e+24	3.904386e+24	1.479799e+23	3.756406e+24	3.012689e+23	1.062586e+24	0.2016965	3.334873e+23	9.95672e-10	0.001378849	3.784163e+11	3.956364e+07	1.039764e+10	8.465862e-07	1.321296e-12	4.285362e-19	0.5	0.5	0.02936893	1	5.959402	7.209709e+26	2.301694e+28	0	0.3795413	
16320	1775	3e+18	0	1.656496e-05	4.230144e+25	3.132462e+25	1.189128e+24	3.013549e+25	2.425692e+24	8.551125e+24	5.28768e+24	3.915578e+24	1.48641e+23	3.766937e+24	3.032116e+23	1.068891e+24	0.2021474	3.330174e+23	9.970745e-10	0.001382733	3.722078e+11	4.048294e+07	1.065902e+10	8.536177e-07	1.343336e-12	4.393029e-19	0.5	0.5	0.02961286	1	5.981393	7.209709e+26	2.301694e+28	0	0.3794132	
16380	1775	3e+18	0	1.656496e-05	4.245696e+25	3.141401e+25	1.194419e+24	3.021959e+25	2.441411e+24	8.601542e+24	5.30712e+24	3.926751e+24	1.493023e+23	3.777449e+24	3.051764e+23	1.075193e+24	0.2025944	3.325497e+23	9.98473e-10	0.001386609	3.661574e+11	4.141854e+07	1.092445e+10	8.606414e-07	1.365533e-12	4.502363e-19	0.5	0.5	0.02985652	1	6.003383	7.209709e+26	2.301694e+28	0	0.3792854	
16440	1775	3e+18	0	1.656496e-05	4.261248e+25	3.150324e+25	1.199711e+24	3.030353e+25	2.457305e+24	8.651936e+24	5.32656e+24	3.937905e+24	1.499639e+23	3.787941e+24	3.071631e+23	1.081492e+24	0.2030376	3.320845e+23	9.998674e-10	0.001390479	3.602601e+11	4.23706e+07	1.119393e+10	8.676569e-07	1.387886e-12	4.613367e-19	0.5	0.5	0.03009989	1	6.025374	7.209709e+26	2.301694e+28	0	0.379158	
16500	1775	3e+18	0	1.656496e-05	4.2768e+25	3.159232e+25	1.205005e+24	3.038731e+25	2.473373e+24	8.702309e+24	5.346e+24	3.94904e+24	1.506256e+23	3.798414e+24	3.091716e+23	1.087789e+24	0.2034771	3.316215e+23	1.001258e-09	0.001394341	3.545111e+11	4.333926e+07	1.146746e+10	8.746639e-07	1.410393e-12	4.726041e-19	0.5	0.5	0.03034297	1	6.047364	7.209709e+26	2.301694e+28	0	0.3790311	
16560	1775	3e+18	0	1.656496e-05	4.292352e+25	3.168124e+25	1.2103e+24	3.047094e+25	2.489614e+24	8.752663e+24	5.36544e+24	3.960155e+24	1.512875e+23	3.808868e+24	3.112017e+23	1.094083e+24	0.203913	3.311609e+23	1.002644e-09	0.001398196	3.489056e+11	4.432469e+07	1.174504e+10	8.81662e-07	1.433052e-12	4.840388e-19	0.5	0.5	0.03058574	1	6.069354	7.209709e+26	2.301694e+28	0	0.3789046	
16620	1775	3e+18	0	1.656496e-05	4.307904e+25	3.177002e+25	1.215597e+24	3.055442e+25	2.506025e+24	8.802998e+24	5.38488e+24	3.971252e+24	1.519496e+23	3.819302e+24	3.132532e+23	1.100375e+24	0.2043453	3.307025e+23	1.004027e-09	0.001402044	3.434393e+11	4.532702e+07	1.202668e+10	8.886507e-07	1.455861e-12	4.95641e-19	0.5	0.5	0.03082819	1	6.091345	7.209709e+26	2.301694e+28	0	0.3787785	
16680	1775	3e+18	0	1.656496e-05	4.323456e+25	3.185864e+25	1.220896e+24	3.063774e+25	2.522607e+24	8.853315e+24	5.40432e+24	3.98233e+24	1.526119e+23	3.829718e+24	3.153258e+23	1.106664e+24	0.204774	3.302464e+23	1.005405e-09	0.001405885	3.381077e+11	4.634642e+07	1.231239e+10	8.956298e-07	1.478819e-12	5.074107e-19	0.5	0.5	0.0310703	1	6.113335	7.209709e+26	2.301694e+28	0	0.3786529	
16740	1775	3e+18	0	1.656496e-05	4.339008e+25	3.194711e+25	1.226195e+24	3.072091e+25	2.539356e+24	8.903617e+24	5.42376e+24	3.993388e+24	1.532744e+23	3.840114e+24	3.174195e+23	1.112952e+24	0.2051994	3.297925e+23	1.00678e-09	0.001409719	3.329067e+11	4.738303e+07	1.260216e+10	9.02599e-07	1.501922e-12	5.19348e-19	0.5	0.5	0.03131207	1	6.135326	7.209709e+26	2.301694e+28	0	0.3785277	
16800	1775	3e+18	0	1.656496e-05	4.35456e+25	3.203542e+25	1.231497e+24	3.080393e+25	2.556272e+24	8.953904e+24	5.4432e+24	4.004428e+24	1.539371e+23	3.850491e+24	3.195339e+23	1.119238e+24	0.2056213	3.293408e+23	1.00815e-09	0.001413546	3.278321e+11	4.8437e+07	1.2896e+10	9.095579e-07	1.525171e-12	5.314531e-19	0.5	0.5	0.03155348	1	6.157316	7.209709e+26	2.301694e+28	0	0.3784029	
16860	1775	3e+18	0	1.656496e-05	4.370112e+25	3.212359e+25	1.236799e+24	3.088679e+25	2.573352e+24	9.004177e+24	5.46264e+24	4.015449e+24	1.545999e+23	3.860849e+24	3.21669e+23	1.125522e+24	0.20604	3.288914e+23	1.009517e-09	0.001417366	3.228801e+11	4.950848e+07	1.31939e+10	9.165062e-07	1.548562e-12	5.437261e-19	0.5	0.5	0.03179453	1	6.179306	7.209709e+26	2.301694e+28	0	0.3782785	
16920	1775	3e+18	0	1.656496e-05	4.385664e+25	3.221161e+25	1.242103e+24	3.09695e+25	2.590596e+24	9.054438e+24	5.48208e+24	4.026451e+24	1.552629e+23	3.871188e+24	3.238246e+23	1.131805e+24	0.2064554	3.284442e+23	1.01088e-09	0.001421178	3.18047e+11	5.059763e+07	1.349588e+10	9.234437e-07	1.572095e-12	5.56167e-19	0.5	0.5	0.03203519	1	6.201297	7.209709e+26	2.301694e+28	0	0.3781546	
16980	1775	3e+18	0	1.656496e-05	4.401216e+25	3.229947e+25	1.247408e+24	3.105206e+25	2.608003e+24	9.104688e+24	5.50152e+24	4.037434e+24	1.55926e+23	3.881508e+24	3.260003e+23	1.138086e+24	0.2068676	3.279991e+23	1.012239e-09	0.001424984	3.133291e+11	5.170458e+07	1.380193e+10	9.303701e-07	1.595766e-12	5.687759e-19	0.5	0.5	0.03227548	1	6.223287	7.209709e+26	2.301694e+28	0	0.3780312	
17040	1775	3e+18	0	1.656496e-05	4.416768e+25	3.238718e+25	1.252715e+24	3.113447e+25	2.625569e+24	9.154928e+24	5.52096e+24	4.048398e+24	1.565893e+23	3.891808e+24	3.281962e+23	1.144366e+24	0.2072766	3.275562e+23	1.013594e-09	0.001428783	3.087228e+11	5.28295e+07	1.411205e+10	9.372852e-07	1.619576e-12	5.815528e-19	0.5	0.5	0.03251537	1	6.245278	7.209709e+26	2.301694e+28	0	0.3779081	
17100	1775	3e+18	0	1.656496e-05	4.43232e+25	3.247475e+25	1.258022e+24	3.121672e+25	2.643295e+24	9.20516e+24	5.5404e+24	4.059343e+24	1.572528e+23	3.90209e+24	3.304119e+23	1.150645e+24	0.2076826	3.271155e+23	1.014945e-09	0.001432575	3.042248e+11	5.397253e+07	1.442624e+10	9.441887e-07	1.643521e-12	5.944978e-19	0.5	0.5	0.03275486	1	6.267268	7.209709e+26	2.301694e+28	0	0.3777855	
17160	1775	3e+18	0	1.656496e-05	4.447872e+25	3.256216e+25	1.263331e+24	3.129883e+25	2.661179e+24	9.255383e+24	5.55984e+24	4.07027e+24	1.579164e+23	3.912353e+24	3.326473e+23	1.156923e+24	0.2080856	3.266768e+23	1.016293e-09	0.001436359	2.998319e+11	5.51338e+07	1.47445e+10	9.510803e-07	1.667601e-12	6.076108e-19	0.5	0.5	0.03299394	1	6.289259	7.209709e+26	2.301694e+28	0	0.3776634	
17220	1775	3e+18	0	1.656496e-05	4.463424e+25	3.264942e+25	1.268641e+24	3.138078e+25	2.679218e+24	9.305601e+24	5.57928e+24	4.081178e+24	1.585802e+23	3.922597e+24	3.349023e+23	1.1632e+24	0.2084857	3.262403e+23	1.017636e-09	0.001440137	2.955408e+11	5.631348e+07	1.506684e+10	9.5796e-07	1.691814e-12	6.20892e-19	0.5	0.5	0.0332326	1	6.311249	7.209709e+26	2.301694e+28	0	0.3775416	
17280	1775	3e+18	0	1.656496e-05	4.478976e+25	3.273653e+25	1.273952e+24	3.146258e+25	2.697413e+24	9.355813e+24	5.59872e+24	4.092067e+24	1.59244e+23	3.932823e+24	3.371766e+23	1.169477e+24	0.2088828	3.258059e+23	1.018976e-09	0.001443908	2.913486e+11	5.751171e+07	1.539324e+10	9.648275e-07	1.716157e-12	6.343412e-19	0.5	0.5	0.03347084	1	6.333239	7.209709e+26	2.301694e+28	0	0.3774203	
17340	1775	3e+18	0	1.656496e-05	4.494528e+25	3.28235e+25	1.279264e+24	3.154423e+25	2.715761e+24	9.406021e+24	5.61816e+24	4.102937e+24	1.599081e+23	3.943029e+24	3.394701e+23	1.175753e+24	0.2092772	3.253736e+23	1.020312e-09	0.001447672	2.872522e+11	5.872864e+07	1.572372e+10	9.716826e-07	1.740631e-12	6.479584e-19	0.5	0.5	0.03370865	1	6.35523	7.209709e+26	2.301694e+28	0	0.3772995	
17400	1775	3e+18	0	1.656496e-05	4.51008e+25	3.291031e+25	1.284578e+24	3.162574e+25	2.734261e+24	9.456226e+24	5.6376e+24	4.113789e+24	1.605722e+23	3.953217e+24	3.417827e+23	1.182028e+24	0.2096687	3.249434e+23	1.021645e-09	0.001451429	2.832489e+11	5.99644e+07	1.605827e+10	9.785251e-07	1.765232e-12	6.617437e-19	0.5	0.5	0.03394602	1	6.37722	7.209709e+26	2.301694e+28	0	0.3771791	
17460	1775	3e+18	0	1.656496e-05	4.525632e+25	3.299698e+25	1.289892e+24	3.170709e+25	2.752912e+24	9.506429e+24	5.65704e+24	4.124622e+24	1.612365e+23	3.963386e+24	3.44114e+23	1.188304e+24	0.2100575	3.245152e+23	1.022973e-09	0.001455179	2.793359e+11	6.121915e+07	1.639689e+10	9.853549e-07	1.78996e-12	6.75697e-19	0.5	0.5	0.03418296	1	6.399211	7.209709e+26	2.301694e+28	0	0.3770592	
17520	1775	3e+18	0	1.656496e-05	4.541184e+25	3.30835e+25	1.295207e+24	3.178829e+25	2.771712e+24	9.556631e+24	5.67648e+24	4.135437e+24	1.619009e+23	3.973536e+24	3.464641e+23	1.194579e+24	0.2104436	3.24089e+23	1.024298e-09	0.001458922	2.755106e+11	6.249302e+07	1.673958e+10	9.921719e-07	1.814812e-12	6.898183e-19	0.5	0.5	0.03441944	1	6.421201	7.209709e+26	2.301694e+28	0	0.3769397	
17580	1775	3e+18	0	1.656496e-05	4.556736e+25	3.316987e+25	1.300523e+24	3.186934e+25	2.790661e+24	9.606834e+24	5.69592e+24	4.146233e+24	1.625654e+23	3.983668e+24	3.488326e+23	1.200854e+24	0.2108271	3.236649e+23	1.025619e-09	0.001462659	2.717704e+11	6.378617e+07	1.708633e+10	9.989759e-07	1.839788e-12	7.041074e-19	0.5	0.5	0.03465548	1	6.443191	7.209709e+26	2.301694e+28	0	0.3768206	
17640	1775	3e+18	0	1.656496e-05	4.572288e+25	3.325609e+25	1.30584e+24	3.195025e+25	2.809756e+24	9.657037e+24	5.71536e+24	4.157011e+24	1.6323e+23	3.993781e+24	3.512195e+23	1.20713e+24	0.211208	3.232428e+23	1.026937e-09	0.001466388	2.681129e+11	6.509874e+07	1.743715e+10	1.005767e-06	1.864886e-12	7.185644e-19	0.5	0.5	0.03489106	1	6.465182	7.209709e+26	2.301694e+28	0	0.376702	
17700	1775	3e+18	0	1.656496e-05	4.58784e+25	3.334216e+25	1.311158e+24	3.2031e+25	2.828996e+24	9.707244e+24	5.7348e+24	4.16777e+24	1.638948e+23	4.003875e+24	3.536245e+23	1.213405e+24	0.2115864	3.228226e+23	1.028251e-09	0.001470111	2.645356e+11	6.643087e+07	1.779203e+10	1.012544e-06	1.890105e-12	7.331892e-19	0.5	0.5	0.03512618	1	6.487172	7.209709e+26	2.301694e+28	0	0.3765839	
17760	1775	3e+18	0	1.656496e-05	4.603392e+25	3.342809e+25	1.316477e+24	3.211161e+25	2.848381e+24	9.757453e+24	5.75424e+24	4.178511e+24	1.645596e+23	4.013951e+24	3.560476e+23	1.219682e+24	0.2119622	3.224045e+23	1.029561e-09	0.001473826	2.610363e+11	6.778271e+07	1.815097e+10	1.019309e-06	1.915443e-12	7.479816e-19	0.5	0.5	0.03536084	1	6.509163	7.209709e+26	2.301694e+28	0	0.3764661	
17820	1775	3e+18	0	1.656496e-05	4.618944e+25	3.351386e+25	1.321796e+24	3.219207e+25	2.867908e+24	9.807667e+24	5.77368e+24	4.189233e+24	1.652246e+23	4.024009e+24	3.584886e+23	1.225958e+24	0.2123357	3.219883e+23	1.030868e-09	0.001477535	2.576127e+11	6.915439e+07	1.851396e+10	1.026059e-06	1.940898e-12	7.629417e-19	0.5	0.5	0.03559503	1	6.531153	7.209709e+26	2.301694e+28	0	0.3763489	
17880	1775	3e+18	0	1.656496e-05	4.634496e+25	3.35995e+25	1.327117e+24	3.227238e+25	2.887578e+24	9.857886e+24	5.79312e+24	4.199937e+24	1.658896e+23	4.034047e+24	3.609472e+23	1.232236e+24	0.2127068	3.215741e+23	1.032171e-09	0.001481238	2.542627e+11	7.054606e+07	1.888101e+10	1.032797e-06	1.96647e-12	7.780692e-19	0.5	0.5	0.03582875	1	6.553144	7.209709e+26	2.301694e+28	0	0.3762321	
17940	1775	3e+18	0	1.656496e-05	4.650048e+25	3.368498e+25	1.332438e+24	3.235254e+25	2.907387e+24	9.908112e+24	5.81256e+24	4.210623e+24	1.665547e+23	4.044068e+24	3.634234e+23	1.238514e+24	0.2130755	3.211618e+23	1.033471e-09	0.001484933	2.509842e+11	7.195785e+07	1.925212e+10	1.03952e-06	1.992157e-12	7.933642e-19	0.5	0.5	0.036062	1	6.575134	7.209709e+26	2.301694e+28	0	0.3761158	
18000	1775	3e+18	0	1.656496e-05	4.6656e+25	3.377032e+25	1.33776e+24	3.243256e+25	2.927336e+24	9.958345e+24	5.832e+24	4.22129e+24	1.672199e+23	4.05407e+24	3.65917e+23	1.244793e+24	0.2134419	3.207514e+23	1.034766e-09	0.001488621	2.477752e+11	7.338992e+07	1.962728e+10	1.04623e-06	2.017958e-12	8.088265e-19	0.5	0.5	0.03629477	1	6.597124	7.209709e+26	2.301694e+28	0	0.3759999	
18060	1775	3e+18	0	1.656496e-05	4.681152e+25	3.385551e+25	1.343082e+24	3.251243e+25	2.947423e+24	1.000859e+25	5.85144e+24	4.231939e+24	1.678852e+23	4.064054e+24	3.684279e+23	1.251073e+24	0.213806	3.20343e+23	1.036059e-09	0.001492303	2.446338e+11	7.484241e+07	2.000648e+10	1.052926e-06	2.043871e-12	8.24456e-19	0.5	0.5	0.03652707	1	6.619115	7.209709e+26	2.301694e+28	0	0.3758844	
18120	1775	3e+18	0	1.656496e-05	4.696704e+25	3.394056e+25	1.348405e+24	3.259215e+25	2.967647e+24	1.005884e+25	5.87088e+24	4.24257e+24	1.685506e+23	4.074019e+24	3.709559e+23	1.257355e+24	0.214168	3.199364e+23	1.037348e-09	0.001495978	2.415581e+11	7.631544e+07	2.038972e+10	1.059608e-06	2.069896e-12	8.402526e-19	0.5	0.5	0.03675888	1	6.641105	7.209709e+26	2.301694e+28	0	0.3757695	
18180	1775	3e+18	0	1.656496e-05	4.712256e+25	3.402546e+25	1.353729e+24	3.267173e+25	2.988007e+24	1.01091e+25	5.89032e+24	4.253182e+24	1.692161e+23	4.083966e+24	3.735008e+23	1.263637e+24	0.2145277	3.195318e+23	1.038633e-09	0.001499646	2.385462e+11	7.780916e+07	2.077701e+10	1.066277e-06	2.09603e-12	8.562162e-19	0.5	0.5	0.03699021	1	6.663096	7.209709e+26	2.301694e+28	0	0.3756549	
18240	1775	3e+18	0	1.656496e-05	4.727808e+25	3.411021e+25	1.359053e+24	3.275116e+25	3.008501e+24	1.015937e+25	5.90976e+24	4.263776e+24	1.698816e+23	4.093895e+24	3.760626e+23	1.269921e+24	0.2148854	3.19129e+23	1.039915e-09	0.001503308	2.355965e+11	7.932372e+07	2.116833e+10	1.072931e-06	2.122273e-12	8.723466e-19	0.5	0.5	0.03722105	1	6.685086	7.209709e+26	2.301694e+28	0	0.3755409	
18300	1775	3e+18	0	1.656496e-05	4.74336e+25	3.419482e+25	1.364378e+24	3.283044e+25	3.029128e+24	1.020965e+25	5.9292e+24	4.274353e+24	1.705472e+23	4.103805e+24	3.78641e+23	1.276206e+24	0.2152409	3.18728e+23	1.041193e-09	0.001506963	2.327071e+11	8.085925e+07	2.156369e+10	1.079571e-06	2.148624e-12	8.886437e-19	0.5	0.5	0.03745141	1	6.707076	7.209709e+26	2.301694e+28	0	0.3754273	
